Name,Age,Gender,Country,State,City,Parent_Occupation,Earning_Class,Level_Student,Level_Course,Course_Name,Time_Per_Day,Material_Level,IQ,Assessment_Score,Promotion_Status
Student_232,7,Male,Australia,Western Australia,Perth,Engineer,Middle,Elementary,Advanced,Math,173,Medium,91,65,Yes
Student_233,10,Female,UK,Wales,Cardiff,Engineer,High,Elementary,Advanced,Literature,149,Medium,79,64,Yes
Student_234,17,Female,India,Delhi,Delhi,Artist,Middle,High School,Advanced,Science,81,Medium,96,69,Yes
Student_235,15,Female,USA,Illinois,Chicago,Business Owner,Low,High School,Intermediate,Math,22,Easy,145,88,Yes
Student_236,11,Male,Canada,British Columbia,Vancouver,Artist,Low,Middle School,Beginner,Music,193,Medium,113,90,Yes
Student_237,12,Female,USA,Texas,Dallas,Business Owner,Middle,Middle School,Advanced,Computer Science,87,Easy,109,77,Yes
Student_238,9,Female,India,Maharashtra,Mumbai,Service Worker,Middle,Elementary,Intermediate,Music,44,Hard,111,61,Yes
Student_239,12,Female,Australia,Western Australia,Perth,Engineer,Middle,Middle School,Advanced,History,198,Easy,88,82,Yes
Student_240,16,Female,Australia,Victoria,Melbourne,Business Owner,Low,High School,Intermediate,Literature,160,Medium,104,77,Yes
Student_241,13,Female,Australia,Western Australia,Perth,Other,Low,Middle School,Advanced,Art,63,Easy,100,72,Yes
Student_242,16,Male,Canada,Ontario,Ottawa,Business Owner,Low,High School,Beginner,Literature,182,Easy,127,91,Yes
Student_243,6,Female,UK,Northern Ireland,Belfast,Service Worker,High,Elementary,Beginner,Art,74,Medium,98,65,Yes
Student_244,11,Male,UK,Scotland,Glasgow,Doctor,Middle,Middle School,Advanced,Literature,234,Easy,94,76,Yes
Student_245,13,Male,USA,New York,New York City,Admin,High,Middle School,Intermediate,History,156,Easy,82,57,Yes
Student_246,10,Female,Canada,Alberta,Edmonton,Admin,Low,Elementary,Advanced,Art,149,Medium,102,70,Yes
Student_247,9,Male,Australia,Victoria,Melbourne,Business Owner,Middle,Elementary,Intermediate,Math,208,Easy,104,67,Yes
Student_248,7,Female,Australia,Victoria,Melbourne,Other,Middle,Elementary,Advanced,Art,60,Easy,81,62,Yes
Student_249,11,Male,India,Maharashtra,Mumbai,Engineer,Low,Middle School,Intermediate,Science,191,Hard,106,76,Yes
Student_250,11,Female,India,Karnataka,Mysore,Engineer,Middle,Middle School,Beginner,Math,83,Medium,103,58,Yes
Student_251,16,Male,Australia,Queensland,Brisbane,Admin,High,High School,Advanced,Science,50,Hard,115,65,Yes
Student_252,6,Other,Australia,Queensland,Brisbane,Unemployed,Middle,Elementary,Beginner,Music,66,Hard,118,69,Yes
Student_253,14,Female,Canada,Alberta,Edmonton,Engineer,Middle,Middle School,Beginner,Literature,149,Medium,101,71,Yes
Student_254,17,Male,UK,Northern Ireland,Belfast,Teacher,Low,High School,Advanced,Math,115,Easy,84,67,Yes
Student_255,16,Female,India,Delhi,Delhi,Engineer,Low,High School,Advanced,Literature,229,Medium,87,75,Yes
Student_256,11,Other,UK,Northern Ireland,Belfast,Teacher,High,Middle School,Intermediate,Music,96,Hard,126,76,Yes
Student_257,8,Male,Canada,British Columbia,Vancouver,Admin,Low,Elementary,Intermediate,Computer Science,129,Medium,102,72,Yes
Student_258,9,Male,Australia,NSW,Sydney,Business Owner,Middle,Elementary,Beginner,Literature,88,Medium,126,74,Yes
Student_259,17,Female,UK,Northern Ireland,Belfast,Doctor,Middle,High School,Intermediate,Music,77,Easy,107,83,Yes
Student_260,16,Female,Australia,NSW,Sydney,Doctor,Middle,High School,Intermediate,Literature,125,Hard,111,59,Yes
Student_261,9,Female,Australia,Victoria,Melbourne,Engineer,High,Elementary,Advanced,Music,63,Medium,114,78,Yes
Student_262,8,Female,USA,California,Los Angeles,Teacher,Low,Elementary,Intermediate,Science,93,Hard,81,62,Yes
Student_263,15,Male,UK,England,Manchester,Service Worker,Low,High School,Beginner,Music,75,Easy,104,77,Yes
Student_264,8,Male,UK,Scotland,Glasgow,Other,Low,Elementary,Intermediate,Art,190,Easy,81,74,Yes
Student_265,8,Female,Australia,Western Australia,Perth,Unemployed,Middle,Elementary,Beginner,Computer Science,146,Easy,95,61,Yes
Student_266,9,Male,Canada,Ontario,Toronto,Engineer,Low,Elementary,Advanced,Literature,236,Medium,109,91,Yes
Student_267,12,Male,USA,Illinois,Chicago,Unemployed,Low,Middle School,Beginner,Music,181,Easy,84,81,Yes
Student_268,9,Female,Australia,Queensland,Brisbane,Admin,Middle,Elementary,Intermediate,Music,49,Easy,108,67,Yes
Student_269,14,Female,India,Tamil Nadu,Coimbatore,Admin,High,Middle School,Advanced,Literature,90,Hard,77,64,Yes
Student_270,6,Female,India,Uttar Pradesh,Lucknow,Business Owner,Low,Elementary,Intermediate,Computer Science,217,Easy,117,87,Yes
Student_271,13,Female,USA,Texas,Austin,Artist,Middle,Middle School,Advanced,Computer Science,137,Hard,90,59,Yes
Student_272,12,Female,Canada,Alberta,Edmonton,Doctor,High,Middle School,Advanced,Music,74,Medium,84,73,Yes
Student_273,7,Female,Australia,Western Australia,Perth,Engineer,Low,Elementary,Intermediate,Math,86,Hard,78,54,Yes
Student_274,13,Female,UK,Scotland,Edinburgh,Teacher,Low,Middle School,Intermediate,Science,160,Medium,91,81,Yes
Student_275,6,Male,USA,Texas,Austin,Teacher,Low,Elementary,Advanced,Computer Science,22,Hard,71,57,Yes
Student_276,16,Male,Canada,Alberta,Calgary,Business Owner,Middle,High School,Advanced,Computer Science,45,Hard,91,67,Yes
Student_277,17,Female,UK,England,Birmingham,Admin,Low,High School,Intermediate,History,76,Easy,116,83,Yes
Student_278,14,Female,India,Tamil Nadu,Coimbatore,Business Owner,High,Middle School,Beginner,Art,145,Easy,97,81,Yes
Student_279,14,Male,India,Karnataka,Bangalore,Engineer,Middle,Middle School,Intermediate,Computer Science,171,Easy,82,75,Yes
Student_280,7,Male,UK,Wales,Cardiff,Other,Middle,Elementary,Advanced,Science,72,Medium,103,64,Yes
Student_281,12,Male,USA,California,San Diego,Other,Low,Middle School,Intermediate,Art,217,Hard,102,72,Yes
Student_282,15,Male,India,Delhi,Delhi,Admin,Middle,High School,Beginner,Art,62,Medium,129,84,Yes
Student_283,8,Female,Australia,NSW,Sydney,Other,Middle,Elementary,Intermediate,Literature,207,Medium,111,84,Yes
Student_284,12,Male,UK,Northern Ireland,Belfast,Business Owner,Middle,Middle School,Advanced,Literature,205,Easy,104,85,Yes
Student_285,17,Female,UK,England,Manchester,Other,Middle,High School,Intermediate,Literature,68,Hard,113,51,Yes
Student_286,15,Female,India,Maharashtra,Nagpur,Engineer,Middle,High School,Advanced,Literature,61,Hard,97,60,Yes
Student_287,14,Female,USA,Florida,Orlando,Doctor,High,Middle School,Advanced,History,223,Easy,98,78,Yes
Student_288,9,Female,Australia,NSW,Sydney,Teacher,Middle,Elementary,Intermediate,Computer Science,213,Medium,124,74,Yes
Student_289,17,Male,USA,Illinois,Chicago,Teacher,Middle,High School,Advanced,Literature,30,Easy,75,71,Yes
Student_290,6,Female,Canada,Quebec,Quebec City,Engineer,Low,Elementary,Advanced,Music,122,Medium,114,59,Yes
Student_291,7,Male,Canada,British Columbia,Victoria,Service Worker,Low,Elementary,Beginner,Math,117,Medium,98,77,Yes
Student_292,6,Male,India,Delhi,Delhi,Admin,Low,Elementary,Beginner,Literature,237,Easy,95,91,Yes
Student_293,17,Female,India,Maharashtra,Nagpur,Service Worker,Middle,High School,Beginner,Computer Science,165,Medium,91,69,Yes
Student_294,10,Male,India,Delhi,Delhi,Engineer,Middle,Elementary,Beginner,Literature,104,Medium,102,70,Yes
Student_295,10,Male,Canada,Alberta,Calgary,Unemployed,Middle,Elementary,Advanced,History,119,Medium,99,78,Yes
Student_296,16,Female,USA,Florida,Miami,Service Worker,Middle,High School,Intermediate,Science,123,Medium,93,63,Yes
Student_297,12,Male,USA,New York,Buffalo,Artist,Middle,Middle School,Advanced,Science,199,Easy,89,82,Yes
Student_298,14,Female,India,Maharashtra,Pune,Service Worker,High,Middle School,Advanced,Computer Science,65,Medium,71,52,Yes
Student_299,14,Male,Australia,NSW,Sydney,Teacher,Low,Middle School,Advanced,Music,63,Medium,89,55,Yes
Student_300,8,Female,USA,Florida,Orlando,Doctor,Middle,Elementary,Intermediate,Science,41,Medium,92,67,Yes
Student_301,8,Female,Canada,Alberta,Calgary,Other,Low,Elementary,Beginner,Science,200,Easy,102,80,Yes
Student_302,8,Female,UK,Northern Ireland,Belfast,Teacher,Low,Elementary,Advanced,Math,206,Medium,129,70,Yes
Student_303,9,Female,UK,Scotland,Glasgow,Business Owner,Low,Elementary,Advanced,Computer Science,133,Hard,90,75,Yes
Student_304,13,Male,UK,Northern Ireland,Belfast,Unemployed,Low,Middle School,Beginner,Music,144,Easy,84,69,Yes
Student_305,11,Female,Australia,Queensland,Brisbane,Admin,Middle,Middle School,Advanced,Computer Science,143,Medium,89,73,Yes
Student_306,13,Male,India,Uttar Pradesh,Lucknow,Engineer,Middle,Middle School,Intermediate,Science,49,Easy,102,86,Yes
Student_307,6,Female,Canada,British Columbia,Vancouver,Engineer,Low,Elementary,Advanced,Science,27,Medium,108,71,Yes
Student_308,13,Male,Australia,Western Australia,Perth,Engineer,Middle,Middle School,Advanced,Science,117,Easy,110,89,Yes
Student_309,9,Female,Canada,Quebec,Montreal,Service Worker,Middle,Elementary,Beginner,Art,76,Medium,112,65,Yes
Student_310,16,Male,Canada,Alberta,Edmonton,Business Owner,Low,High School,Advanced,History,130,Medium,114,87,Yes
Student_311,6,Female,India,Delhi,Delhi,Engineer,Middle,Elementary,Advanced,Literature,92,Medium,95,61,Yes
Student_312,13,Female,UK,Northern Ireland,Belfast,Other,Low,Middle School,Intermediate,History,134,Medium,130,76,Yes
Student_313,9,Female,India,Maharashtra,Nagpur,Business Owner,Middle,Elementary,Beginner,Computer Science,39,Medium,94,54,Yes
Student_314,11,Male,Australia,Queensland,Brisbane,Teacher,Middle,Middle School,Beginner,Math,44,Medium,101,70,Yes
Student_315,13,Female,Australia,Victoria,Melbourne,Business Owner,Low,Middle School,Intermediate,Literature,38,Easy,119,83,Yes
Student_316,9,Male,Australia,Western Australia,Perth,Service Worker,Low,Elementary,Advanced,Math,24,Easy,108,80,Yes
Student_317,8,Male,India,Karnataka,Mysore,Engineer,Middle,Elementary,Beginner,Music,94,Hard,70,44,No
Student_318,14,Male,Canada,Ontario,Ottawa,Teacher,High,Middle School,Beginner,Art,226,Easy,100,84,Yes
Student_319,8,Male,Canada,British Columbia,Vancouver,Unemployed,Low,Elementary,Advanced,Computer Science,147,Medium,112,79,Yes
Student_320,14,Female,USA,Illinois,Chicago,Business Owner,Middle,Middle School,Advanced,Art,91,Hard,79,63,Yes
Student_321,7,Female,Australia,NSW,Sydney,Business Owner,Middle,Elementary,Beginner,Computer Science,230,Easy,111,79,Yes
Student_322,7,Male,Canada,British Columbia,Victoria,Business Owner,High,Elementary,Advanced,Math,234,Medium,105,58,Yes
Student_323,7,Male,USA,Florida,Miami,Engineer,Middle,Elementary,Beginner,Math,174,Medium,117,84,Yes
Student_324,11,Male,Canada,British Columbia,Vancouver,Teacher,Middle,Middle School,Advanced,Math,59,Hard,89,58,Yes
Student_325,8,Male,Australia,Queensland,Brisbane,Business Owner,Middle,Elementary,Advanced,Computer Science,45,Hard,114,69,Yes
Student_326,14,Other,UK,Scotland,Edinburgh,Teacher,Middle,Middle School,Intermediate,Science,46,Medium,102,67,Yes
Student_327,9,Male,Australia,Victoria,Melbourne,Engineer,Middle,Elementary,Advanced,Math,209,Easy,126,90,Yes
Student_328,6,Male,India,Karnataka,Bangalore,Unemployed,Low,Elementary,Intermediate,Art,102,Medium,141,88,Yes
Student_329,9,Male,Canada,Ontario,Toronto,Other,Low,Elementary,Advanced,Music,147,Medium,123,64,Yes
Student_330,6,Female,Canada,British Columbia,Victoria,Admin,Middle,Elementary,Beginner,Literature,197,Medium,107,86,Yes
Student_331,10,Other,India,Delhi,Delhi,Unemployed,Middle,Elementary,Beginner,Computer Science,189,Easy,134,88,Yes
Student_332,9,Female,India,Maharashtra,Pune,Teacher,Low,Elementary,Advanced,Art,176,Easy,109,95,Yes
Student_333,13,Female,UK,Northern Ireland,Belfast,Other,Middle,Middle School,Advanced,History,186,Medium,86,66,Yes
Student_334,13,Female,Canada,Alberta,Edmonton,Teacher,Middle,Middle School,Beginner,Music,207,Medium,99,70,Yes
Student_335,12,Male,Canada,British Columbia,Victoria,Other,Low,Middle School,Advanced,History,188,Medium,111,77,Yes
Student_336,8,Female,UK,England,Manchester,Other,High,Elementary,Intermediate,Literature,52,Medium,112,75,Yes
Student_337,6,Female,USA,New York,Buffalo,Admin,Low,Elementary,Intermediate,Science,230,Hard,83,64,Yes
Student_338,6,Female,UK,England,London,Other,Low,Elementary,Intermediate,Math,230,Medium,83,76,Yes
Student_339,17,Female,Australia,Queensland,Brisbane,Service Worker,Middle,High School,Intermediate,Computer Science,116,Easy,94,71,Yes
Student_340,16,Female,Canada,British Columbia,Vancouver,Teacher,Middle,High School,Intermediate,Art,130,Easy,108,79,Yes
Student_341,8,Female,India,Karnataka,Bangalore,Business Owner,Low,Elementary,Advanced,Math,35,Easy,109,92,Yes
Student_342,11,Other,Australia,Western Australia,Perth,Service Worker,Middle,Middle School,Advanced,Art,42,Hard,102,66,Yes
Student_343,12,Female,Canada,Ontario,Ottawa,Engineer,Middle,Middle School,Intermediate,Computer Science,154,Medium,87,72,Yes
Student_344,11,Female,UK,Northern Ireland,Belfast,Service Worker,Low,Middle School,Advanced,History,45,Medium,126,63,Yes
Student_345,11,Female,Australia,Victoria,Melbourne,Other,Low,Middle School,Advanced,Math,115,Medium,83,76,Yes
Student_346,11,Male,Canada,Ontario,Toronto,Teacher,Middle,Middle School,Intermediate,Literature,31,Medium,119,81,Yes
Student_347,8,Female,USA,Florida,Orlando,Admin,Low,Elementary,Advanced,Science,91,Hard,111,62,Yes
Student_348,11,Male,USA,New York,New York City,Other,High,Middle School,Advanced,Literature,152,Medium,119,87,Yes
Student_349,13,Female,India,Karnataka,Mysore,Other,Middle,Middle School,Advanced,Science,125,Easy,93,77,Yes
Student_350,16,Other,Canada,British Columbia,Vancouver,Other,High,High School,Intermediate,Music,239,Easy,97,81,Yes
Student_351,16,Female,USA,Florida,Orlando,Business Owner,Low,High School,Advanced,Art,136,Medium,100,82,Yes
Student_352,7,Male,UK,Scotland,Edinburgh,Other,High,Elementary,Beginner,Math,216,Hard,92,64,Yes
Student_353,10,Male,Canada,Alberta,Edmonton,Admin,Middle,Elementary,Beginner,Math,196,Medium,103,70,Yes
Student_354,6,Male,UK,Wales,Cardiff,Teacher,Low,Elementary,Intermediate,Music,45,Hard,123,71,Yes
Student_355,17,Female,UK,England,London,Business Owner,Low,High School,Beginner,Science,152,Medium,80,71,Yes
Student_356,6,Male,USA,Illinois,Chicago,Admin,Low,Elementary,Intermediate,History,41,Easy,90,77,Yes
Student_357,10,Male,Canada,Quebec,Montreal,Teacher,Middle,Elementary,Beginner,Computer Science,226,Easy,88,76,Yes
Student_358,17,Male,Australia,Western Australia,Perth,Service Worker,Middle,High School,Beginner,Literature,32,Easy,98,64,Yes
Student_359,8,Female,USA,California,San Francisco,Service Worker,Low,Elementary,Beginner,Music,175,Medium,97,93,Yes
Student_360,9,Female,USA,Florida,Orlando,Teacher,Middle,Elementary,Intermediate,Art,180,Easy,111,74,Yes
Student_361,8,Male,Canada,Quebec,Montreal,Service Worker,Low,Elementary,Intermediate,Music,126,Medium,100,72,Yes
Student_362,6,Male,Canada,British Columbia,Victoria,Admin,Middle,Elementary,Advanced,Literature,42,Medium,104,75,Yes
Student_363,6,Female,UK,Scotland,Edinburgh,Business Owner,Middle,Elementary,Intermediate,Literature,116,Medium,105,82,Yes
Student_364,17,Female,Canada,Ontario,Toronto,Engineer,Middle,High School,Beginner,Art,37,Easy,103,68,Yes
Student_365,17,Female,UK,England,Manchester,Engineer,Middle,High School,Beginner,Art,136,Medium,110,60,Yes
Student_366,10,Male,USA,Illinois,Chicago,Doctor,Middle,Elementary,Intermediate,Math,49,Medium,98,62,Yes
Student_367,11,Female,India,Uttar Pradesh,Lucknow,Other,Middle,Middle School,Intermediate,Literature,45,Medium,124,81,Yes
Student_368,8,Female,Australia,NSW,Sydney,Teacher,Middle,Elementary,Intermediate,Computer Science,163,Hard,138,85,Yes
Student_369,17,Female,USA,California,San Francisco,Service Worker,Middle,High School,Advanced,Computer Science,224,Easy,110,90,Yes
Student_370,14,Female,Canada,Ontario,Toronto,Teacher,Low,Middle School,Beginner,Science,58,Hard,103,69,Yes
Student_371,10,Male,Australia,Queensland,Brisbane,Doctor,Low,Elementary,Advanced,Music,180,Medium,109,87,Yes
Student_372,13,Male,India,Uttar Pradesh,Kanpur,Unemployed,Low,Middle School,Advanced,Art,173,Medium,83,62,Yes
Student_373,6,Female,India,Tamil Nadu,Chennai,Admin,Middle,Elementary,Beginner,Math,195,Medium,102,66,Yes
Student_374,10,Female,UK,Scotland,Edinburgh,Engineer,Middle,Elementary,Beginner,Computer Science,212,Medium,89,75,Yes
Student_375,8,Female,Australia,Victoria,Melbourne,Artist,Middle,Elementary,Intermediate,History,185,Easy,107,73,Yes
Student_376,17,Female,UK,Northern Ireland,Belfast,Engineer,Low,High School,Intermediate,Math,149,Medium,89,59,Yes
Student_377,6,Female,USA,Illinois,Chicago,Business Owner,Middle,Elementary,Advanced,Math,132,Medium,94,80,Yes
Student_378,9,Female,Australia,Western Australia,Perth,Service Worker,Middle,Elementary,Intermediate,Computer Science,153,Medium,71,66,Yes
Student_379,10,Male,USA,Texas,Dallas,Engineer,Middle,Elementary,Intermediate,History,65,Medium,82,63,Yes
Student_380,12,Female,UK,England,Birmingham,Teacher,Middle,Middle School,Beginner,Science,69,Hard,105,65,Yes
Student_381,6,Male,Australia,NSW,Sydney,Artist,Middle,Elementary,Beginner,Computer Science,185,Medium,86,69,Yes
Student_382,8,Male,UK,Scotland,Edinburgh,Other,Low,Elementary,Intermediate,History,125,Easy,115,90,Yes
Student_383,7,Other,Australia,Western Australia,Perth,Other,High,Elementary,Beginner,Math,235,Medium,85,60,Yes
Student_384,14,Male,UK,Scotland,Edinburgh,Engineer,Low,Middle School,Intermediate,History,165,Medium,106,63,Yes
Student_385,15,Male,India,Delhi,Delhi,Admin,High,High School,Beginner,Math,174,Medium,88,63,Yes
Student_386,11,Male,UK,Wales,Cardiff,Doctor,Middle,Middle School,Beginner,Music,188,Medium,105,78,Yes
Student_387,15,Female,India,Karnataka,Bangalore,Artist,Middle,High School,Beginner,Computer Science,91,Hard,76,72,Yes
Student_388,8,Male,UK,Scotland,Glasgow,Admin,Low,Elementary,Beginner,Art,239,Easy,93,87,Yes
Student_389,13,Male,Australia,Western Australia,Perth,Other,Middle,Middle School,Intermediate,Computer Science,93,Medium,87,70,Yes
Student_390,13,Male,Australia,Western Australia,Perth,Other,Middle,Middle School,Advanced,Music,36,Hard,113,65,Yes
Student_391,7,Male,Australia,Victoria,Melbourne,Service Worker,Low,Elementary,Beginner,Literature,209,Hard,106,62,Yes
Student_392,11,Male,Canada,Ontario,Ottawa,Doctor,Middle,Middle School,Intermediate,Literature,176,Medium,81,72,Yes
Student_393,12,Male,USA,Illinois,Chicago,Admin,High,Middle School,Intermediate,Literature,205,Hard,96,85,Yes
Student_394,7,Female,Australia,NSW,Sydney,Teacher,Middle,Elementary,Beginner,Computer Science,89,Easy,88,69,Yes
Student_395,16,Male,India,Tamil Nadu,Chennai,Service Worker,Middle,High School,Advanced,Science,225,Hard,114,71,Yes
Student_396,15,Male,Australia,Queensland,Brisbane,Doctor,Low,High School,Beginner,Computer Science,169,Medium,119,77,Yes
Student_397,7,Male,Canada,Alberta,Edmonton,Service Worker,Middle,Elementary,Intermediate,Music,25,Easy,78,69,Yes
Student_398,15,Male,India,Uttar Pradesh,Lucknow,Teacher,Low,High School,Advanced,Music,45,Easy,112,77,Yes
Student_399,6,Female,Canada,Quebec,Montreal,Teacher,Middle,Elementary,Intermediate,Art,186,Medium,87,78,Yes
Student_400,13,Female,India,Tamil Nadu,Coimbatore,Other,High,Middle School,Beginner,History,159,Easy,96,76,Yes
Student_401,6,Male,UK,Wales,Cardiff,Engineer,Middle,Elementary,Advanced,Computer Science,118,Medium,100,69,Yes
Student_402,14,Male,USA,Illinois,Chicago,Business Owner,Low,Middle School,Intermediate,Computer Science,161,Easy,127,88,Yes
Student_403,16,Male,USA,New York,New York City,Teacher,Middle,High School,Intermediate,Math,41,Easy,84,63,Yes
Student_404,11,Female,Canada,Alberta,Edmonton,Engineer,Middle,Middle School,Intermediate,Music,70,Medium,112,86,Yes
Student_405,12,Female,USA,Texas,Houston,Engineer,Middle,Middle School,Beginner,Math,170,Medium,82,75,Yes
Student_406,15,Female,Canada,Ontario,Toronto,Teacher,Middle,High School,Advanced,Math,195,Medium,81,60,Yes
Student_407,12,Male,Canada,Alberta,Calgary,Unemployed,Middle,Middle School,Beginner,Computer Science,218,Medium,100,70,Yes
Student_408,15,Female,Canada,Ontario,Ottawa,Teacher,Middle,High School,Beginner,Science,123,Hard,100,71,Yes
Student_409,8,Male,USA,Texas,Dallas,Other,Middle,Elementary,Beginner,History,197,Medium,70,67,Yes
Student_410,7,Male,Canada,Alberta,Calgary,Service Worker,Low,Elementary,Advanced,History,108,Medium,117,78,Yes
Student_411,14,Male,USA,Florida,Orlando,Business Owner,Low,Middle School,Beginner,Music,160,Medium,70,62,Yes
Student_412,13,Male,Canada,Alberta,Edmonton,Service Worker,Middle,Middle School,Beginner,Art,232,Easy,97,84,Yes
Student_413,17,Female,Australia,Western Australia,Perth,Business Owner,Middle,High School,Beginner,Music,157,Easy,119,82,Yes
Student_414,15,Female,Canada,Alberta,Edmonton,Admin,Middle,High School,Beginner,Science,202,Medium,133,90,Yes
Student_415,12,Male,India,Karnataka,Bangalore,Teacher,Middle,Middle School,Intermediate,Science,28,Hard,94,66,Yes
Student_416,14,Female,Canada,Alberta,Edmonton,Doctor,Low,Middle School,Beginner,History,98,Easy,78,81,Yes
Student_417,9,Other,UK,Wales,Cardiff,Unemployed,Middle,Elementary,Intermediate,Literature,71,Easy,119,75,Yes
Student_418,9,Female,Canada,Quebec,Montreal,Other,Low,Elementary,Beginner,Math,149,Easy,112,81,Yes
Student_419,6,Female,India,Maharashtra,Nagpur,Unemployed,Low,Elementary,Advanced,Math,172,Hard,92,56,Yes
Student_420,13,Female,India,Karnataka,Bangalore,Artist,Middle,Middle School,Intermediate,History,32,Medium,90,78,Yes
Student_421,17,Other,USA,Illinois,Chicago,Admin,Low,High School,Intermediate,Music,70,Easy,89,54,Yes
Student_422,8,Female,Australia,NSW,Sydney,Business Owner,Middle,Elementary,Intermediate,Science,205,Medium,94,87,Yes
Student_423,12,Male,Canada,British Columbia,Vancouver,Business Owner,Low,Middle School,Intermediate,Music,53,Medium,104,70,Yes
Student_424,17,Male,USA,Florida,Miami,Teacher,Middle,High School,Advanced,Art,54,Medium,91,68,Yes
Student_425,7,Female,Australia,Western Australia,Perth,Service Worker,Middle,Elementary,Beginner,Literature,150,Easy,93,74,Yes
Student_426,7,Male,Canada,Quebec,Quebec City,Teacher,Low,Elementary,Intermediate,History,139,Hard,109,70,Yes
Student_427,12,Female,UK,Northern Ireland,Belfast,Doctor,Middle,Middle School,Advanced,Math,206,Medium,77,73,Yes
Student_428,11,Male,Canada,British Columbia,Victoria,Unemployed,Middle,Middle School,Intermediate,Computer Science,89,Medium,94,55,Yes
Student_429,8,Male,India,Karnataka,Bangalore,Teacher,High,Elementary,Beginner,Music,195,Easy,74,67,Yes
Student_430,14,Male,India,Delhi,Delhi,Engineer,Low,Middle School,Intermediate,Science,211,Medium,101,69,Yes
Student_431,15,Male,UK,Scotland,Edinburgh,Engineer,Middle,High School,Advanced,Computer Science,166,Medium,70,68,Yes
Student_432,11,Female,USA,Illinois,Chicago,Other,High,Middle School,Beginner,Art,86,Medium,113,73,Yes
Student_433,15,Female,Australia,NSW,Sydney,Business Owner,High,High School,Advanced,History,229,Easy,80,80,Yes
Student_434,15,Female,Canada,Alberta,Edmonton,Artist,Middle,High School,Beginner,Music,122,Medium,73,64,Yes
Student_435,11,Female,India,Karnataka,Mysore,Unemployed,Middle,Middle School,Beginner,Math,92,Easy,94,81,Yes
Student_436,6,Male,USA,Florida,Orlando,Unemployed,Middle,Elementary,Beginner,Music,135,Medium,125,73,Yes
Student_437,9,Female,UK,Northern Ireland,Belfast,Doctor,Middle,Elementary,Intermediate,Literature,223,Hard,110,75,Yes
Student_438,15,Female,India,Uttar Pradesh,Kanpur,Service Worker,Middle,High School,Advanced,Computer Science,152,Medium,71,73,Yes
Student_439,11,Female,UK,Wales,Cardiff,Admin,Middle,Middle School,Advanced,Literature,86,Medium,79,70,Yes
Student_440,11,Male,Canada,Alberta,Edmonton,Service Worker,Middle,Middle School,Advanced,Art,158,Medium,94,59,Yes
Student_441,16,Female,Australia,Queensland,Brisbane,Teacher,Middle,High School,Beginner,Math,140,Medium,133,74,Yes
Student_442,17,Female,India,Tamil Nadu,Coimbatore,Unemployed,Middle,High School,Intermediate,Computer Science,113,Hard,85,60,Yes
Student_443,10,Other,India,Delhi,Delhi,Business Owner,Low,Elementary,Beginner,Art,215,Easy,86,75,Yes
Student_444,6,Female,Canada,Ontario,Toronto,Teacher,Middle,Elementary,Advanced,Literature,216,Medium,122,82,Yes
Student_445,13,Male,USA,California,San Diego,Artist,Middle,Middle School,Intermediate,Literature,148,Medium,102,79,Yes
Student_446,10,Female,Australia,Western Australia,Perth,Engineer,Middle,Elementary,Intermediate,Computer Science,110,Medium,115,77,Yes
Student_447,17,Female,India,Delhi,Delhi,Engineer,Middle,High School,Intermediate,Math,111,Medium,89,70,Yes
Student_448,17,Male,Australia,NSW,Sydney,Admin,Middle,High School,Advanced,Literature,82,Medium,98,74,Yes
Student_449,17,Female,India,Delhi,Delhi,Engineer,High,High School,Intermediate,History,48,Hard,119,77,Yes
Student_450,10,Female,Australia,Queensland,Brisbane,Artist,Low,Elementary,Intermediate,Art,229,Hard,97,46,No
Student_451,12,Male,UK,Northern Ireland,Belfast,Business Owner,Middle,Middle School,Beginner,Computer Science,31,Medium,116,68,Yes
Student_452,9,Male,India,Tamil Nadu,Chennai,Engineer,Middle,Elementary,Beginner,Science,96,Medium,105,64,Yes
Student_453,11,Male,Australia,Queensland,Brisbane,Other,Middle,Middle School,Intermediate,Science,60,Hard,84,62,Yes
Student_454,9,Male,USA,Illinois,Chicago,Teacher,Low,Elementary,Intermediate,Math,149,Easy,99,73,Yes
Student_455,8,Male,UK,Northern Ireland,Belfast,Doctor,Middle,Elementary,Beginner,History,56,Easy,114,78,Yes
Student_456,12,Female,UK,Scotland,Edinburgh,Doctor,Low,Middle School,Beginner,Literature,192,Medium,110,84,Yes
Student_457,13,Male,USA,Texas,Houston,Teacher,Low,Middle School,Beginner,Science,227,Hard,99,66,Yes
Student_458,9,Male,Australia,Western Australia,Perth,Engineer,Low,Elementary,Advanced,Math,195,Hard,71,64,Yes
Student_459,7,Female,Canada,British Columbia,Victoria,Admin,Low,Elementary,Advanced,Art,43,Medium,73,71,Yes
Student_460,17,Female,USA,Illinois,Chicago,Other,High,High School,Beginner,History,118,Easy,76,75,Yes
Student_461,15,Male,Australia,NSW,Sydney,Teacher,High,High School,Intermediate,History,169,Medium,92,58,Yes
Student_462,8,Male,USA,California,San Diego,Service Worker,Middle,Elementary,Beginner,Music,119,Easy,94,72,Yes
Student_463,6,Male,USA,Illinois,Chicago,Admin,Middle,Elementary,Advanced,Math,158,Easy,77,74,Yes
Student_464,13,Female,India,Tamil Nadu,Chennai,Unemployed,Low,Middle School,Intermediate,Math,77,Medium,115,78,Yes
